trial,spearman_rho,top10_overlap,top20_overlap
681,0.9281623148906495,0.8,0.45
682,0.9492979758699159,0.8,0.5
683,0.9723054541237379,0.8,0.75
684,0.9075215105966733,0.8,0.65
685,0.9462649343715385,0.8,0.55
686,0.7511444225266751,0.4,0.4
687,0.7797036417521421,0.5,0.45
688,0.9701534381407831,0.8,0.8
689,0.8681632658078102,0.8,0.45
690,0.9398757289539096,0.8,0.55
691,0.8232063552947396,0.8,0.5
692,0.9683085942163618,0.8,0.55
693,0.9910776206428235,0.8,0.45
694,0.8821115427324093,0.8,0.5
695,0.8205078540973575,0.7,0.45
696,0.883298717023411,0.8,0.45
697,0.985023910067244,0.8,0.7
698,0.9723367752122374,0.8,0.45
699,0.9550411150252962,0.8,0.45
700,0.9195723584718745,0.8,0.45
701,0.8260510294173284,0.8,0.45
702,0.9746793394451121,0.9,0.8
703,0.961791275005723,0.8,0.6
704,0.9885238260013177,0.7,0.75
705,0.9343867915532891,0.8,0.45
706,0.7818040236020009,0.6,0.45
707,0.9799017028565964,0.8,0.6
708,0.8643742356398093,0.8,0.45
709,0.7787402374757297,0.8,0.45
710,0.8546867832215094,0.8,0.45
711,0.8593719707156294,0.8,0.55
712,0.8823476993648703,0.8,0.45
713,0.9604041366925132,0.8,0.8
714,0.9785175800338449,0.9,0.75
715,0.9631469106621546,0.8,0.5
716,0.9326676399510969,0.7,0.55
717,0.9802833055807528,0.8,0.4
718,0.9550251306656027,1.0,0.55
719,0.835019049473211,0.8,0.45
720,0.8892974647141152,0.8,0.45
721,0.9582741618283812,0.8,0.4
722,0.9586958037204018,0.8,0.6
723,0.7503518043247774,0.4,0.45
724,0.9686680071299771,0.8,0.5
725,0.9785049502041431,0.8,0.45
726,0.7254217165647773,0.4,0.45
727,0.9758977802794101,0.8,0.4
728,0.8647578976321817,0.8,0.45
729,0.9926395230944027,0.8,0.75
730,0.9907159611019551,0.8,0.4
731,0.9805580299681845,1.0,0.8
732,0.9568116291553608,0.8,0.4
733,0.9785594843861377,0.9,0.8
734,0.7718925743955616,0.8,0.45
